# Canonical Z-machine game titles, keyed by the release+serial prefix of the
# IFID ("ZCODE-<release>-<serial>", WITHOUT the trailing byte-checksum).
#
# Format: <IFID-prefix><TAB><Title>. Blank lines and lines starting with '#'
# are ignored. The key is checksum-independent, so it matches any file copy of
# the same release without needing the story file at hand.
#
# Provenance: the Infocom entries below are the commercially-released story
# datafiles tabulated in "An Infocom Fact Sheet" rev 4.95 (Paul David Doherty),
# section V.1.2 / V.1.3. Development, beta, and unreleased-final builds (marked
# D/F/* in the source) are excluded, as are the two pre-1982 Zork builds that
# predate the YYMMDD-serial convention (Z-code v1/v2, which lanthorn can't run
# anyway). The release+serial pairs were cross-validated against 33 prefixes
# computed directly from real story files (see crate::ifid::compute_ifid) — all
# 33 matched the Fact Sheet, so the remaining (alternate-release) rows are
# transcribed from the same verified table.
#
# A WRONG entry mislabels a game; a MISSING one just falls back to the filename.
# To extend the table, add lines only for prefixes you can verify.
#
# Verified against the compilation discs (SQ-0884): every Z-code build pressed on
# The Lost Treasures of Infocom I and II and on Classic Text Adventure
# Masterpieces of Infocom — 151 stories across the three — resolves to a row
# below, so that sweep added none. Widened to every disk image in the corpus (320
# stories on 69 media) it turns up exactly ONE build this table cannot name, and
# it is unnameable rather than missing: `LEATHRGODDESSES` on the Apple II Lost
# Treasures volume `INFOCOM6` stores its header in high ASCII and reads release 0,
# serial `Blown!`, which is no key at all. Its menu row keeps the stored name.
# `zvm_cli::tests::disk_image::every_build_on_the_compilation_discs_has_a_canonical_title`
# re-runs the disc half of that sweep, so the next set that turns up an uncovered
# build fails and names the release and serial to add.
#
# Games are listed once per released version (a game with several disk releases
# has several rows, ordered by serial date). v6 (YZIP graphical) titles are
# included for completeness even though lanthorn doesn't yet launch them.
#
# ── Infocom: the 35 canonical games ──────────────────────────────────────────
ZCODE-77-850814	A Mind Forever Voyaging
ZCODE-79-851122	A Mind Forever Voyaging
ZCODE-54-890606	Arthur: The Quest for Excalibur
ZCODE-63-890622	Arthur: The Quest for Excalibur
ZCODE-74-890714	Arthur: The Quest for Excalibur
ZCODE-97-851218	Ballyhoo
ZCODE-47-870915	Beyond Zork: The Coconut of Quendor
ZCODE-49-870917	Beyond Zork: The Coconut of Quendor
ZCODE-51-870923	Beyond Zork: The Coconut of Quendor
ZCODE-57-871221	Beyond Zork: The Coconut of Quendor
ZCODE-9-871008	Border Zone
ZCODE-86-870212	Bureaucracy
ZCODE-116-870602	Bureaucracy
ZCODE-23-840809	Cutthroats
ZCODE-18-820311	Deadline
ZCODE-19-820427	Deadline
ZCODE-21-820512	Deadline
ZCODE-22-820809	Deadline
ZCODE-26-821108	Deadline
ZCODE-27-831005	Deadline
ZCODE-10-830810	Enchanter
ZCODE-15-831107	Enchanter
ZCODE-16-831118	Enchanter
ZCODE-16-840518	Enchanter
ZCODE-24-851118	Enchanter
ZCODE-29-860820	Enchanter
ZCODE-47-840914	The Hitchhiker's Guide to the Galaxy
ZCODE-56-841221	The Hitchhiker's Guide to the Galaxy
ZCODE-58-851002	The Hitchhiker's Guide to the Galaxy
ZCODE-59-851108	The Hitchhiker's Guide to the Galaxy
ZCODE-31-871119	The Hitchhiker's Guide to the Galaxy
ZCODE-37-861215	Hollywood Hijinx
ZCODE-22-830916	Infidel
ZCODE-22-840522	Infidel
ZCODE-26-890316	Journey: The Quest Begins
ZCODE-30-890322	Journey: The Quest Begins
ZCODE-77-890616	Journey: The Quest Begins
ZCODE-83-890706	Journey: The Quest Begins
ZCODE-59-860730	Leather Goddesses of Phobos
ZCODE-59-861114	Leather Goddesses of Phobos
